category,template
movie_title,find news stories about {movie_title}
movie_title,get me the latest stories on {movie_title}
movie_title,give me the news about {movie_title}
movie_title,is there anything new about {movie_title} in the news
movie_title,is {movie_title} trending in the news
movie_title,play entertainment news about {movie_title}
movie_title,play news about {movie_title}
movie_title,play stories featuring the movie {movie_title}
movie_title,play the latest news segment on {movie_title}
movie_title,show me news reports about {movie_title}
movie_title,stream news regarding the movie {movie_title}
movie_title,what are people saying about {movie_title}
movie_title,what are the headlines for {movie_title}
movie_title,what is the news about {movie_title}
movie_title,what's happening with the film {movie_title}
movie_title,what's the latest on {movie_title}
news_category+news_provider,I want {news_category} news from {news_provider}
news_category+news_provider,find {news_category} news on {news_provider}
news_category+news_provider,find {news_provider} {news_category} news
news_category+news_provider,get me {news_category} on {news_provider}
news_category+news_provider,get {news_category} updates from {news_provider}
news_category+news_provider,play {news_category} news from {news_provider}
news_category+news_provider,show me {news_category} from {news_provider}
news_category+news_provider,stream {news_category} from {news_provider}
news_category,I need the {news_category} news update
news_category,I want to hear stories about {news_category}
news_category,I want to hear {news_category} news
news_category,I want to know about {news_category}
news_category,I want {news_category} coverage
news_category,I want {news_category} updates
news_category,I'd like the {news_category} update
news_category,I'd like to hear about {news_category}
news_category,I'd like to hear {news_category} news now
news_category,find current {news_category} events
news_category,find me some {news_category} news
news_category,find me updates on {news_category}
news_category,find news about {news_category}
news_category,find news coverage of {news_category}
news_category,find the {news_category} headlines
news_category,find {news_category} news
news_category,find {news_category} stories
news_category,get me the latest on {news_category}
news_category,get me {news_category} news
news_category,get the latest {news_category} stories
news_category,give me a {news_category} briefing
news_category,give me the news about {news_category}
news_category,give me {news_category} headlines
news_category,give me {news_category} updates
news_category,is there any new news on {news_category}
news_category,news about {news_category} please
news_category,play current {news_category} stories
news_category,play the latest {news_category}
news_category,play the latest {news_category} news
news_category,play the {news_category} daily briefing
news_category,play the {news_category} highlights
news_category,play the {news_category} report
news_category,play the {news_category} segment
news_category,play today's {news_category} headlines
news_category,play today's {news_category} news
news_category,play {news_category} headlines
news_category,play {news_category} news
news_category,play {news_category} stories
news_category,play {news_category} updates
news_category,show me the news for {news_category}
news_category,show me {news_category} news
news_category,start the {news_category} news report
news_category,stream the latest {news_category} headlines
news_category,stream {news_category} coverage
news_category,stream {news_category} headlines
news_category,stream {news_category} news
news_category,what are the top stories in {news_category}
news_category,what's going on with {news_category}
news_category,what's happening in {news_category}
news_category,what's new in {news_category}
news_category,what's the latest in {news_category}
news_category,what's the latest on {news_category}
news_provider+news_category,I need {news_provider}'s {news_category} report
news_provider+news_category,I want to hear {news_provider}'s latest on {news_category}
news_provider+news_category,I want to hear {news_provider}'s {news_category} coverage
news_provider+news_category,I want {news_category} news from {news_provider}
news_provider+news_category,I'd like the {news_category} update from {news_provider}
news_provider+news_category,find me the {news_provider} {news_category} segment
news_provider+news_category,find {news_category} news on {news_provider} for me
news_provider+news_category,find {news_category} stories on {news_provider}
news_provider+news_category,find {news_provider}'s {news_category} coverage
news_provider+news_category,get me the {news_category} report from {news_provider}
news_provider+news_category,get the {news_category} headlines from {news_provider}
news_provider+news_category,give me {news_provider}'s briefing on {news_category}
news_provider+news_category,let's hear {news_category} news on {news_provider}
news_provider+news_category,play the {news_category} news bulletin from {news_provider}
news_provider+news_category,play {news_category} news from {news_provider}
news_provider+news_category,play {news_provider} covering {news_category}
news_provider+news_category,play {news_provider}'s take on {news_category}
news_provider+news_category,play {news_provider}'s {news_category} segment
news_provider+news_category,show me {news_category} news on {news_provider}
news_provider+news_category,show me {news_provider}'s stories on {news_category}
news_provider+news_category,start the {news_category} report on {news_provider}
news_provider+news_category,stream the {news_category} coverage from {news_provider}
news_provider+news_category,stream {news_category} from {news_provider}
news_provider+news_category,stream {news_provider}'s {news_category} news
news_provider+news_category,what is {news_provider} saying about {news_category}
news_provider,I need the news on {news_provider}
news_provider,I want a news update from {news_provider}
news_provider,I want the {news_provider} update
news_provider,I want to hear the news from {news_provider}
news_provider,I want to hear {news_provider} news
news_provider,I want to hear {news_provider}'s latest broadcast
news_provider,I want to listen to {news_provider}
news_provider,I want to watch {news_provider}
news_provider,I'd like the {news_provider} report
news_provider,I'd like to hear {news_provider}
news_provider,I'd like {news_provider}'s hourly update
news_provider,access {news_provider} news
news_provider,bring up {news_provider}
news_provider,browse {news_provider}
news_provider,connect to {news_provider}
news_provider,find me {news_provider}
news_provider,find news on {news_provider}
news_provider,find the news on {news_provider} for me
news_provider,find the {news_provider} broadcast
news_provider,find {news_provider}
news_provider,find {news_provider} news
news_provider,get me the morning news from {news_provider}
news_provider,get me {news_provider}
news_provider,get me {news_provider} news
news_provider,get today's headlines from {news_provider}
news_provider,give me the latest stories from {news_provider}
news_provider,give me the {news_provider} briefing
news_provider,give me {news_provider} news
news_provider,launch {news_provider}
news_provider,load {news_provider}
news_provider,load {news_provider} news
news_provider,navigate to {news_provider}
news_provider,open {news_provider}
news_provider,open {news_provider} for the news
news_provider,play news from {news_provider}
news_provider,play the afternoon report from {news_provider}
news_provider,play the evening broadcast from {news_provider}
news_provider,play the latest from {news_provider}
news_provider,play the news bulletin from {news_provider}
news_provider,play the news on {news_provider}
news_provider,play the {news_provider} broadcast
news_provider,play the {news_provider} morning show
news_provider,play today's news from {news_provider}
news_provider,play {news_provider}
news_provider,play {news_provider} for me
news_provider,play {news_provider} headlines
news_provider,play {news_provider} headlines for today
news_provider,play {news_provider} live
news_provider,play {news_provider} news briefing
news_provider,play {news_provider} right now
news_provider,play {news_provider}'s top stories
news_provider,pull up {news_provider}
news_provider,put on {news_provider}
news_provider,search {news_provider}
news_provider,show me what's new on {news_provider}
news_provider,show me {news_provider}
news_provider,start the {news_provider} news stream
news_provider,start {news_provider}
news_provider,start {news_provider} news
news_provider,stream from {news_provider}
news_provider,stream {news_provider}
news_provider,stream {news_provider} news
news_provider,stream {news_provider}'s live coverage
news_provider,switch to {news_provider}
news_provider,tune into {news_provider}
news_provider,turn on {news_provider}
news_provider,use {news_provider}
news_provider,what does {news_provider} have
news_provider,what is {news_provider} saying
news_provider,what's the news from {news_provider}
tv_show_title,I want entertainment news about {tv_show_title}
tv_show_title,I'd like the news update for {tv_show_title}
tv_show_title,are there any recent updates on the show {tv_show_title}
tv_show_title,are there any updates about {tv_show_title}
tv_show_title,find TV news for {tv_show_title}
tv_show_title,find coverage of {tv_show_title}
tv_show_title,find me the latest news on {tv_show_title}
tv_show_title,find news about the show {tv_show_title}
tv_show_title,get me the latest stories on {tv_show_title}
tv_show_title,give me the news about {tv_show_title}
tv_show_title,is there anything new about {tv_show_title} in the news
tv_show_title,is {tv_show_title} in the news lately
tv_show_title,play news about {tv_show_title}
tv_show_title,play stories featuring {tv_show_title}
tv_show_title,play the latest news segment on {tv_show_title}
tv_show_title,show me news reports about {tv_show_title}
tv_show_title,stream news regarding the series {tv_show_title}
tv_show_title,what are the headlines for {tv_show_title}
tv_show_title,what's happening with the show {tv_show_title}
tv_show_title,what's happening with {tv_show_title}
tv_show_title,what's the latest on {tv_show_title}
news_category+tv_channel,find {news_category} on {tv_channel}
news_category+tv_channel,watch {news_category} on {tv_channel}
news_category+radio_station,find {news_category} on {radio_station}
news_category+radio_station,listen to {news_category} on {radio_station}
news_provider+tv_channel,find {news_provider} on {tv_channel}
news_provider+tv_channel,watch {news_provider} on {tv_channel}
news_provider+radio_station,find {news_provider} on {radio_station}
news_provider+radio_station,listen to {news_provider} on {radio_station}
news_category,get breaking {news_category} news
news_category,get live {news_category} coverage
news_category,play breaking news on {news_category}
news_category,play {news_category} headlines for today
news_category,play {news_category} in depth report
news_category,play {news_category} morning news
news_category,play {news_category} tonight
news_category,resume {news_category} news
news_category,start {news_category} news feed
news_category,stream live {news_category} coverage
news_provider,find top stories from {news_provider}
news_provider,get breaking news from {news_provider}
news_provider,get live coverage from {news_provider}
news_provider,play breaking news from {news_provider}
news_provider,play headlines from {news_provider}
news_provider,play latest from {news_provider}
news_provider,resume {news_provider} news
news_provider,start news from {news_provider}
news_provider,stream live from {news_provider}
