category,template
visual_story,read the shojo manga {visual_story}
visual_story,read the shonen manga {visual_story}
visual_story,read the slice of life manga {visual_story}
visual_story,read the trade paperback {visual_story}
visual_story,read the webtoon {visual_story}
visual_story,read the {visual_story} omnibus
visual_story,read volume 3 of {visual_story}
visual_story,read {visual_story}
visual_story,read {visual_story} from the beginning
visual_story,resume {visual_story}
visual_story,resume {visual_story} from chapter 3
visual_story,show me an issue of {visual_story}
visual_story,show me the superhero comic {visual_story}
visual_story,show me the {visual_story} manga
visual_story,show me {visual_story}
visual_story,show me {visual_story} chapter 1
visual_story,start reading {visual_story}
visual_story,start {visual_story} from the first issue
visual_story,start {visual_story} from volume 1
visual_story,stream the entire {visual_story} series
visual_story,stream the motion comic {visual_story}
visual_story,stream {visual_story}
visual_story,what's the latest chapter of {visual_story}
visual_story_title,I haven't finished {visual_story_title} — continue
visual_story_title,I haven't started {visual_story_title} yet — open it
visual_story_title,I left off at chapter 5 of {visual_story_title}
visual_story_title,I need to read {visual_story_title}
visual_story_title,I want the latest chapter of {visual_story_title}
visual_story_title,I want to binge {visual_story_title}
visual_story_title,I want to continue reading {visual_story_title}
visual_story_title,I want to read {visual_story_title}
visual_story_title,I want to reread {visual_story_title}
visual_story_title,I want to start {visual_story_title}
visual_story_title,I was reading {visual_story_title} — continue please
visual_story_title,I'd like to read {visual_story_title}
visual_story_title,I'd love to check out {visual_story_title}
visual_story_title,I'd love to read {visual_story_title}
visual_story_title,I've been reading {visual_story_title} — continue please
visual_story_title,browse {visual_story_title}
visual_story_title,can you find {visual_story_title}
visual_story_title,continue reading {visual_story_title} where I left off
visual_story_title,continue {visual_story_title}
visual_story_title,could I read {visual_story_title}
visual_story_title,do you have {visual_story_title}
visual_story_title,find issue one of {visual_story_title}
visual_story_title,find me {visual_story_title}
visual_story_title,find the bande dessinée {visual_story_title}
visual_story_title,find the comic book {visual_story_title}
visual_story_title,find the complete collection of {visual_story_title}
visual_story_title,find the crossover comic {visual_story_title}
visual_story_title,find the educational comic {visual_story_title}
visual_story_title,find the fantasy graphic novel {visual_story_title}
visual_story_title,find the indie comic {visual_story_title}
visual_story_title,find the josei manga {visual_story_title}
visual_story_title,find the magical girl manga {visual_story_title}
visual_story_title,find the manga series {visual_story_title}
visual_story_title,find the miniseries {visual_story_title}
visual_story_title,find the newest issue of {visual_story_title}
visual_story_title,find the omnibus of {visual_story_title}
visual_story_title,find the psychological manga {visual_story_title}
visual_story_title,find the romance manga {visual_story_title}
visual_story_title,find the sequel graphic novel {visual_story_title}
visual_story_title,find the spin-off comic {visual_story_title}
visual_story_title,find the sports manga {visual_story_title}
visual_story_title,find the {visual_story_title} graphic novel
visual_story_title,find volume 1 of {visual_story_title}
visual_story_title,find {visual_story_title}
visual_story_title,get me {visual_story_title}
visual_story_title,is {visual_story_title} available
visual_story_title,let me read {visual_story_title}
visual_story_title,load up {visual_story_title}
visual_story_title,load {visual_story_title}
visual_story_title,open chapter 1 of {visual_story_title}
visual_story_title,open issue 1 of {visual_story_title}
visual_story_title,open the French graphic novel {visual_story_title}
visual_story_title,open the anthology {visual_story_title}
visual_story_title,open the biographical comic {visual_story_title}
visual_story_title,open the comic strip collection {visual_story_title}
visual_story_title,open the graphic novel {visual_story_title}
visual_story_title,open the hardcover edition of {visual_story_title}
visual_story_title,open the manga {visual_story_title}
visual_story_title,open the mecha manga {visual_story_title}
visual_story_title,open the one-shot {visual_story_title}
visual_story_title,open the sci-fi graphic novel {visual_story_title}
visual_story_title,open the seinen manga {visual_story_title}
visual_story_title,open the war comic {visual_story_title}
visual_story_title,open the webcomic {visual_story_title}
visual_story_title,open the {visual_story_title} comic book
visual_story_title,open volume 2 of {visual_story_title}
visual_story_title,open {visual_story_title}
visual_story_title,open {visual_story_title} volume 1
visual_story_title,pick up {visual_story_title} where I was
visual_story_title,play issue 5 of {visual_story_title}
visual_story_title,play the animated comic {visual_story_title}
visual_story_title,play the collected edition of {visual_story_title}
visual_story_title,play the complete run of {visual_story_title}
visual_story_title,play the complete series {visual_story_title}
visual_story_title,play the deluxe edition of {visual_story_title}
visual_story_title,play the digital comic {visual_story_title}
visual_story_title,play the illustrated novel {visual_story_title}
visual_story_title,play the limited series {visual_story_title}
visual_story_title,play the manhwa {visual_story_title}
visual_story_title,play the most recent chapter of {visual_story_title}
visual_story_title,play the motion comic {visual_story_title}
visual_story_title,play the next chapter of {visual_story_title}
visual_story_title,play the prequel comic {visual_story_title}
visual_story_title,play the second arc of {visual_story_title}
visual_story_title,play the short comic {visual_story_title}
visual_story_title,play the {visual_story_title} comic
visual_story_title,play the {visual_story_title} series
visual_story_title,play {visual_story_title}
visual_story_title,play {visual_story_title} from issue 1
visual_story_title,pull up {visual_story_title}
visual_story_title,put on {visual_story_title}
visual_story_title,queue up {visual_story_title}
visual_story_title,read issue 10 of {visual_story_title}
visual_story_title,read me something from {visual_story_title}
visual_story_title,read me the first chapter of {visual_story_title}
visual_story_title,read me the whole series {visual_story_title}
visual_story_title,read me {visual_story_title}
visual_story_title,read the European graphic novel {visual_story_title}
visual_story_title,read the anthology {visual_story_title}
visual_story_title,read the battle manga {visual_story_title}
visual_story_title,read the comic {visual_story_title}
visual_story_title,read the cooking manga {visual_story_title}
visual_story_title,read the crime noir comic {visual_story_title}
visual_story_title,read the dark fantasy manga {visual_story_title}
visual_story_title,read the final arc of {visual_story_title}
visual_story_title,read the first arc of {visual_story_title}
visual_story_title,read the graphic memoir {visual_story_title}
visual_story_title,read the graphic novel {visual_story_title}
visual_story_title,read the historical graphic novel {visual_story_title}
visual_story_title,read the horror comic {visual_story_title}
visual_story_title,read the isekai manga {visual_story_title}
visual_story_title,read the literary graphic novel {visual_story_title}
visual_story_title,read the manga {visual_story_title}
visual_story_title,read the manhua {visual_story_title}
visual_story_title,read the newspaper strip collection {visual_story_title}
visual_story_title,read the next volume of {visual_story_title}
visual_story_title,read the political comic {visual_story_title}
visual_story_title,read the sequential art {visual_story_title}
visual_story_title,read the shojo manga {visual_story_title}
visual_story_title,read the shonen manga {visual_story_title}
visual_story_title,read the slice of life manga {visual_story_title}
visual_story_title,read the trade paperback {visual_story_title}
visual_story_title,read the webtoon {visual_story_title}
visual_story_title,read the {visual_story_title} omnibus
visual_story_title,read volume 3 of {visual_story_title}
visual_story_title,read {visual_story_title}
visual_story_title,read {visual_story_title} from the beginning
visual_story_title,resume {visual_story_title}
visual_story_title,resume {visual_story_title} from chapter 3
visual_story_title,show me an issue of {visual_story_title}
visual_story_title,show me the superhero comic {visual_story_title}
visual_story_title,show me the {visual_story_title} manga
visual_story_title,show me {visual_story_title}
visual_story_title,show me {visual_story_title} chapter 1
visual_story_title,start reading {visual_story_title}
visual_story_title,start {visual_story_title} from the first issue
visual_story_title,start {visual_story_title} from volume 1
visual_story_title,stream the entire {visual_story_title} series
visual_story_title,stream the motion comic {visual_story_title}
visual_story_title,stream {visual_story_title}
visual_story_title,what's the latest chapter of {visual_story_title}
visual_story_title+game_title,find comic {visual_story_title} based on {game_title}
visual_story_title+game_title,read {visual_story_title} from {game_title}
visual_story_title+music_genre,find {visual_story_title} in {music_genre} style
visual_story_title+music_genre,read {visual_story_title} with {music_genre}
