category,template
movie_title,find the TV spinoff from {movie_title}
movie_title,find the show that follows {movie_title}
movie_title,find the spinoff series of {movie_title}
movie_title,is there a series based on {movie_title}
movie_title,is there a spinoff for {movie_title}
movie_title,is {movie_title} available as a TV show
movie_title,load the {movie_title} series
movie_title,play the TV adaptation of {movie_title}
movie_title,play the prequel series to {movie_title}
movie_title,play the prequel to the movie {movie_title}
movie_title,play the sequel series to {movie_title}
movie_title,play the {movie_title} TV adaptation
movie_title,play the {movie_title} TV series
movie_title,play the {movie_title} series
movie_title,put on the show {movie_title}
movie_title,put on the {movie_title} spinoff show
movie_title,show me the TV version of {movie_title}
movie_title,start the series adapted from {movie_title}
movie_title,stream the series they made after {movie_title}
movie_title,stream the {movie_title} spinoff
movie_title,watch the series based on {movie_title}
tv_show_title,I could watch {tv_show_title} all day
tv_show_title,I feel like watching {tv_show_title}
tv_show_title,I haven't finished {tv_show_title} yet — resume
tv_show_title,I heard {tv_show_title} is good
tv_show_title,I just started {tv_show_title} and want more
tv_show_title,I just want to rewatch {tv_show_title}
tv_show_title,I need something to watch — play {tv_show_title}
tv_show_title,I need to catch up on {tv_show_title}
tv_show_title,I want to binge watch {tv_show_title}
tv_show_title,I want to catch up on {tv_show_title} from where I stopped
tv_show_title,I want to marathon {tv_show_title}
tv_show_title,I want to rewatch {tv_show_title}
tv_show_title,I want to see the latest {tv_show_title}
tv_show_title,I want to start watching {tv_show_title}
tv_show_title,I want to start {tv_show_title} over again
tv_show_title,I want to watch {tv_show_title}
tv_show_title,I was watching {tv_show_title} — pick up where I left off
tv_show_title,I'd like to see {tv_show_title}
tv_show_title,I'm in the middle of {tv_show_title}
tv_show_title,I'm ready for more {tv_show_title}
tv_show_title,I'm rewatching {tv_show_title}
tv_show_title,I've been meaning to watch {tv_show_title}
tv_show_title,binge {tv_show_title}
tv_show_title,can I watch {tv_show_title}
tv_show_title,chuck on {tv_show_title}
tv_show_title,continue my {tv_show_title} binge
tv_show_title,continue watching {tv_show_title}
tv_show_title,continue {tv_show_title}
tv_show_title,could you play {tv_show_title} for me
tv_show_title,find and play {tv_show_title}
tv_show_title,find me {tv_show_title}
tv_show_title,find the newest episode of {tv_show_title}
tv_show_title,find {tv_show_title}
tv_show_title,get me the next episode of {tv_show_title}
tv_show_title,get me {tv_show_title}
tv_show_title,get the latest {tv_show_title} going
tv_show_title,give me a good episode of {tv_show_title}
tv_show_title,give me hours of {tv_show_title}
tv_show_title,is there a new {tv_show_title}
tv_show_title,is {tv_show_title} available to watch
tv_show_title,jump to the latest season of {tv_show_title}
tv_show_title,keep watching {tv_show_title}
tv_show_title,let me rewatch {tv_show_title} from the start
tv_show_title,let's binge {tv_show_title}
tv_show_title,let's watch {tv_show_title}
tv_show_title,load the last episode of {tv_show_title} I watched
tv_show_title,load the latest season of {tv_show_title}
tv_show_title,load up all seasons of {tv_show_title}
tv_show_title,load {tv_show_title}
tv_show_title,next episode of {tv_show_title} please
tv_show_title,open {tv_show_title}
tv_show_title,play a random episode of {tv_show_title}
tv_show_title,play all episodes of {tv_show_title} back to back
tv_show_title,play an episode of {tv_show_title}
tv_show_title,play episode 3 season 4 of {tv_show_title}
tv_show_title,play episode 5 of {tv_show_title}
tv_show_title,play every episode of {tv_show_title}
tv_show_title,play more {tv_show_title}
tv_show_title,play season 2 of {tv_show_title}
tv_show_title,play the Christmas special of {tv_show_title}
tv_show_title,play the cliffhanger episode of {tv_show_title}
tv_show_title,play the episode after the one I watched of {tv_show_title}
tv_show_title,play the finale of {tv_show_title}
tv_show_title,play the first episode of {tv_show_title}
tv_show_title,play the latest episode of {tv_show_title}
tv_show_title,play the mid-season finale of {tv_show_title}
tv_show_title,play the most recent episode of {tv_show_title}
tv_show_title,play the new episode of {tv_show_title}
tv_show_title,play the next episode of {tv_show_title}
tv_show_title,play the pilot episode of {tv_show_title}
tv_show_title,play the season finale of {tv_show_title}
tv_show_title,play the season premiere of {tv_show_title}
tv_show_title,play the series finale of {tv_show_title}
tv_show_title,play the series {tv_show_title}
tv_show_title,play the show {tv_show_title}
tv_show_title,play the special episode of {tv_show_title}
tv_show_title,play the third episode of season 2 of {tv_show_title}
tv_show_title,play the unaired pilot of {tv_show_title}
tv_show_title,play the whole series of {tv_show_title}
tv_show_title,play {tv_show_title}
tv_show_title,play {tv_show_title} all day
tv_show_title,play {tv_show_title} episode 1 season 1
tv_show_title,play {tv_show_title} from season 1
tv_show_title,play {tv_show_title} from the start
tv_show_title,play {tv_show_title} now
tv_show_title,play {tv_show_title} on demand
tv_show_title,play {tv_show_title} on-demand
tv_show_title,play {tv_show_title} season 1 episode 1
tv_show_title,play {tv_show_title} season 3
tv_show_title,play {tv_show_title} starting from the pilot
tv_show_title,play {tv_show_title} — I haven't seen it yet
tv_show_title,pull up {tv_show_title}
tv_show_title,put on {tv_show_title}
tv_show_title,put on {tv_show_title} for me
tv_show_title,put on {tv_show_title} season 1
tv_show_title,put {tv_show_title} on in the background
tv_show_title,queue up all of {tv_show_title}
tv_show_title,queue up {tv_show_title}
tv_show_title,recommend an episode of {tv_show_title}
tv_show_title,restart {tv_show_title} from season 1
tv_show_title,resume {tv_show_title}
tv_show_title,show me the latest {tv_show_title} episode
tv_show_title,show me {tv_show_title}
tv_show_title,skip to season 3 of {tv_show_title}
tv_show_title,start from the beginning of {tv_show_title}
tv_show_title,start the next {tv_show_title}
tv_show_title,start {tv_show_title}
tv_show_title,start {tv_show_title} over
tv_show_title,stick {tv_show_title} on
tv_show_title,stream the latest episode of {tv_show_title}
tv_show_title,stream {tv_show_title}
tv_show_title,stream {tv_show_title} in the background
tv_show_title,watch {tv_show_title}
tv_show_title,what episode did I stop on for {tv_show_title}
tv_show_title,what episode was I on in {tv_show_title}
tv_show_title,where did I leave off in {tv_show_title}
tv_show_title,where did I stop watching {tv_show_title}
visual_story_title,I want to see the {visual_story_title} series
visual_story_title,can you find the {visual_story_title} show
visual_story_title,find the TV show from {visual_story_title}
visual_story_title,find the TV spinoff of {visual_story_title}
visual_story_title,find the live action {visual_story_title} series
visual_story_title,find the show based on the comic {visual_story_title}
visual_story_title,is there a TV show for {visual_story_title}
visual_story_title,is there a series based on {visual_story_title}
visual_story_title,load the series based on the graphic novel {visual_story_title}
visual_story_title,play the TV adaptation of {visual_story_title}
visual_story_title,play the live action version of {visual_story_title}
visual_story_title,play the show from the graphic novel {visual_story_title}
visual_story_title,play the show inspired by {visual_story_title}
visual_story_title,play the {visual_story_title} television show
visual_story_title,put on the {visual_story_title} TV adaptation
visual_story_title,start the show based on the comic {visual_story_title}
visual_story_title,stream the series based on {visual_story_title}
visual_story_title,stream the series from the comic {visual_story_title}
visual_story_title,watch the series based on {visual_story_title}
tv_show_title+anime_title,find series combining {tv_show_title} and {anime_title}
tv_show_title+anime_title,play {tv_show_title} anime adaptation
tv_show_title+cartoon_title,find cartoon version of {tv_show_title}
tv_show_title+cartoon_title,play {tv_show_title} cartoon
tv_show_title+movie_title,find series like {movie_title}
tv_show_title+movie_title,play {tv_show_title} based on {movie_title}
tv_show_title+game_title,find game show based on {tv_show_title}
tv_show_title+game_title,play {tv_show_title} game adaptation
tv_show_title+documentary_title,find doc series about {tv_show_title}
tv_show_title+documentary_title,play {documentary_title} about {tv_show_title}
tv_show_title,continue watching {tv_show_title}
tv_show_title,continue my binge of {tv_show_title}
tv_show_title,find next episode of {tv_show_title}
tv_show_title,find season finale of {tv_show_title}
tv_show_title,find season one of {tv_show_title}
tv_show_title,get next episode of {tv_show_title}
tv_show_title,keep watching {tv_show_title}
tv_show_title,play episode 5 of {tv_show_title}
tv_show_title,play episode of {tv_show_title}
tv_show_title,play final season of {tv_show_title}
tv_show_title,play first season of {tv_show_title}
tv_show_title,play latest episode of {tv_show_title}
tv_show_title,play new season of {tv_show_title}
tv_show_title,play next episode of {tv_show_title}
tv_show_title,play previous episode of {tv_show_title}
tv_show_title,play season 2 of {tv_show_title}
tv_show_title,play season three of {tv_show_title}
tv_show_title,put on {tv_show_title} for binge
tv_show_title,queue up {tv_show_title}
tv_show_title,resume watching {tv_show_title}
tv_show_title,start binge watching {tv_show_title}
tv_show_title,start new season of {tv_show_title}
tv_show_title,stream {tv_show_title} series
tv_show_title,watch next episode of {tv_show_title}
movie_title,find TV show based on {movie_title}
movie_title,get series adaptation of {movie_title}
movie_title,play series based on {movie_title}
movie_title,show me {movie_title} as a series
anime_title,find live action adaptation of {anime_title}
anime_title,get series version of {anime_title}
anime_title,play anime as live action series
anime_title,show me {anime_title} TV version
cartoon_title,find live action {cartoon_title}
cartoon_title,get series adaptation of {cartoon_title}
cartoon_title,play cartoon as series
audiobook_title,continue series from {audiobook_title}
audiobook_title,get TV version of {audiobook_title}
audiobook_title,play series from {audiobook_title}
game_title,find series adaptation of {game_title}
game_title,get TV version of {game_title}
game_title,play game as series
documentary_title,find series version of {documentary_title}
documentary_title,get documentary series {documentary_title}
documentary_title,play {documentary_title} as series
