category,template
youtube_channel,play the video essay from {youtube_channel}
youtube_channel,play the video series from {youtube_channel}
youtube_channel,play the walkthrough video from {youtube_channel}
youtube_channel,play the {youtube_channel} channel
youtube_channel,play this week's video from {youtube_channel}
youtube_channel,play travel videos from {youtube_channel}
youtube_channel,play videos from {youtube_channel}
youtube_channel,play {youtube_channel}
youtube_channel,play {youtube_channel} videos in the background
youtube_channel,pull up {youtube_channel}
youtube_channel,put on some {youtube_channel} videos
youtube_channel,put on {youtube_channel}
youtube_channel,queue up {youtube_channel}
youtube_channel,show me archived content from {youtube_channel}
youtube_channel,show me compilations from {youtube_channel}
youtube_channel,show me history content from {youtube_channel}
youtube_channel,show me the behind-the-scenes from {youtube_channel}
youtube_channel,show me the best of {youtube_channel}
youtube_channel,show me the challenge video from {youtube_channel}
youtube_channel,show me the comedy sketch from {youtube_channel}
youtube_channel,show me the highlight reel from {youtube_channel}
youtube_channel,show me the most recent upload from {youtube_channel}
youtube_channel,show me the short films by {youtube_channel}
youtube_channel,show me the shorts from {youtube_channel}
youtube_channel,show me the update video from {youtube_channel}
youtube_channel,show me the {youtube_channel} channel
youtube_channel,show me videos by {youtube_channel}
youtube_channel,show me vlogs from {youtube_channel}
youtube_channel,show me what {youtube_channel} just posted
youtube_channel,show me what's new from {youtube_channel}
youtube_channel,show me {youtube_channel}
youtube_channel,stream the latest from {youtube_channel}
youtube_channel,stream {youtube_channel}
youtube_channel,subscribe to {youtube_channel} and play their latest
youtube_channel,what are the most popular uploads from {youtube_channel}
youtube_channel,what did {youtube_channel} post today
youtube_channel,what did {youtube_channel} upload recently
youtube_channel,what's new on {youtube_channel}
youtube_channel+game_title,find {game_title} content on {youtube_channel}
youtube_channel+game_title,play {game_title} videos on {youtube_channel}
youtube_channel+music_genre,find {music_genre} videos on {youtube_channel}
youtube_channel+music_genre,play {music_genre} content on {youtube_channel}
youtube_channel+movie_title,find {movie_title} review on {youtube_channel}
youtube_channel+movie_title,watch {movie_title} analysis on {youtube_channel}
youtube_channel+tv_show_title,find {tv_show_title} clips on {youtube_channel}
youtube_channel+tv_show_title,watch {tv_show_title} highlights on {youtube_channel}
youtube_channel+artist_name,find {artist_name} music videos on {youtube_channel}
youtube_channel+artist_name,watch {artist_name} on {youtube_channel}
youtube_channel,binge {youtube_channel}
youtube_channel,continue watching {youtube_channel}
youtube_channel,find playlist on {youtube_channel}
youtube_channel,get latest from {youtube_channel}
youtube_channel,keep watching {youtube_channel}
youtube_channel,play live stream from {youtube_channel}
youtube_channel,play next video from {youtube_channel}
youtube_channel,queue up videos from {youtube_channel}
youtube_channel,resume watching {youtube_channel}
youtube_channel,start binge from {youtube_channel}
